Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Door Deco,Catalog
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_2_0.png,Monotone,NA,NA,NA,No,No,No,NA,600,150,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,House Door Decor,Yes,For sale
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_3_0.png,Light blue,NA,NA,NA,No,No,No,NA,600,150,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,House Door Decor,Yes,For sale
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_4_0.png,Green,NA,NA,NA,No,No,No,NA,600,150,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,House Door Decor,Yes,For sale
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_5_0.png,Orange,NA,NA,NA,No,No,No,NA,600,150,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,House Door Decor,Yes,For sale
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_6_0.png,Red,NA,NA,NA,No,No,No,NA,600,150,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,House Door Decor,Yes,For sale
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_7_0.png,Purple,NA,NA,NA,No,No,No,NA,600,150,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,House Door Decor,Yes,For sale
HHA pennant,https://acnhcdn.com/latest/FtrIcon/FtrPenantHha.png,NA,NA,NA,NA,No,No,No,NA,NFS,375,1x1.5 ,HHA,,living room,expensive,None,None,No,Museum,No,Not for sale
hyacinth wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathHyacinth.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,1x1 ,Crafting,,fancy,None,flowers,None,No,House Door Decor,Yes,Not for sale
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,8500,2125,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,Shelf,No,For sale
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,8500,2125,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,Shelf,No,For sale
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_2_0.png,Brown,NA,NA,NA,No,No,No,NA,8500,2125,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,Shelf,No,For sale
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,8500,2125,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,Shelf,No,For sale
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_0_0.png,Gold,NA,NA,NA,No,No,No,NA,19000,4750,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,Lamp,No,For sale
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,19000,4750,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,Lamp,No,For sale
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,19000,4750,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,Lamp,No,For sale
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,19000,4750,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,Lamp,No,For sale
intercom monitor,https://acnhcdn.com/latest/FtrIcon/FtrIntercom.png,NA,NA,NA,NA,No,No,No,NA,860,215,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Yes,Home Appliances,No,For sale
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_0_0.png,Black,Color,NA,NA,Yes,Yes,No,1,NFS,1500,1x1 ,Crafting,,living room,None,iron,None,No,House Door Decor,Yes,Not for sale
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_1_0.png,White,Color,NA,NA,Yes,Yes,No,1,NFS,1500,1x1 ,Crafting,,living room,None,iron,None,No,House Door Decor,Yes,Not for sale
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,1500,1x1 ,Crafting,,living room,None,iron,None,No,House Door Decor,Yes,Not for sale
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_3_0.png,Silver,Color,NA,NA,Yes,Yes,No,1,NFS,1500,1x1 ,Crafting,,living room,None,iron,None,No,House Door Decor,Yes,Not for sale
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_4_0.png,Ash brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,1x1 ,Crafting,,living room,None,iron,None,No,House Door Decor,Yes,Not for sale
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_5_0.png,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,1500,1x1 ,Crafting,,living room,None,iron,None,No,House Door Decor,Yes,Not for sale
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_6_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,1500,1x1 ,Crafting,,living room,None,iron,None,No,House Door Decor,Yes,Not for sale
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_7_0.png,Brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,1x1 ,Crafting,,living room,None,iron,None,No,House Door Decor,Yes,Not for sale
iron wall lamp,https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_0_0.png,Black,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,1x1 ,Crafting,,living room,garage,iron,None,Yes,Lamp,No,Not for sale
iron wall lamp,https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_1_0.png,White,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,1x1 ,Crafting,,living room,garage,iron,None,Yes,Lamp,No,Not for sale
iron wall rack,https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_0_0.png,Black,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,1x1 ,Crafting,,living room,garage,iron,None,No,Shelf,No,Not for sale
iron wall rack,https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_1_0.png,White,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,1x1 ,Crafting,,living room,garage,iron,None,No,Shelf,No,Not for sale
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_0_0.png,Birch,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,1x1 ,Crafting,,living room,None,ironwood,None,Yes,Clock,No,Not for sale
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_1_0.png,Teak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,1x1 ,Crafting,,living room,None,ironwood,None,Yes,Clock,No,Not for sale
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_2_0.png,Walnut,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,1x1 ,Crafting,,living room,None,ironwood,None,Yes,Clock,No,Not for sale
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_3_0.png,Old,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,1x1 ,Crafting,,living room,None,ironwood,None,Yes,Clock,No,Not for sale
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_4_0.png,Oak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,1x1 ,Crafting,,living room,None,ironwood,None,Yes,Clock,No,Not for sale
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_0_0.png,Dark wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,1x1 ,Crafting,,garage,living room,None,None,No,Facility Decor,No,Not for sale
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_1_0.png,Brown wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,1x1 ,Crafting,,garage,living room,None,None,No,Facility Decor,No,Not for sale
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_2_0.png,White,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,1x1 ,Crafting,,garage,living room,None,None,No,Facility Decor,No,Not for sale
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_3_0.png,Black,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,1x1 ,Crafting,,garage,living room,None,None,No,Facility Decor,No,Not for sale
Leo sculpture,https://acnhcdn.com/latest/FtrIcon/FtrZodiacLeo.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,21975,1x1 ,Crafting,,expensive,None,stars,None,No,Sculpture,No,Not for sale
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_0_0.png,Gray,NA,NA,NA,No,No,No,NA,340,85,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Yes,Home Appliances,No,For sale
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_1_0.png,Brown,NA,NA,NA,No,No,No,NA,340,85,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Yes,Home Appliances,No,For sale
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_2_0.png,White,NA,NA,NA,No,No,No,NA,340,85,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Yes,Home Appliances,No,For sale
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_3_0.png,Wood grain,NA,NA,NA,No,No,No,NA,340,85,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Yes,Home Appliances,No,For sale
lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuri.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,1x1 ,Crafting,,fancy,None,flowers,None,No,House Door Decor,Yes,Not for sale
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_0_0.png,Dark wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,1x1 ,Crafting,,garden,living room,log,None,Yes,Clock,No,Not for sale
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_1_0.png,Orange wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,1x1 ,Crafting,,garden,living room,log,None,Yes,Clock,No,Not for sale
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_2_0.png,White wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,1x1 ,Crafting,,garden,living room,log,None,Yes,Clock,No,Not for sale
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_3_0.png,White birch,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,1x1 ,Crafting,,garden,living room,log,None,Yes,Clock,No,Not for sale
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,840,210,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Supplies,No,For sale
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_1_0.png,Green,NA,NA,NA,No,No,No,NA,840,210,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Supplies,No,For sale
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,840,210,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Supplies,No,For sale
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,840,210,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Supplies,No,For sale
magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_0_0.png,Stainless steel,NA,NA,NA,No,No,No,NA,1400,350,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,kitchen,shop,None,None,No,Kitchen Things,No,For sale
magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_1_0.png,Wooden,NA,NA,NA,No,No,No,NA,1400,350,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,kitchen,shop,None,None,No,Kitchen Things,No,For sale
magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_2_0.png,Pop,NA,NA,NA,No,No,No,NA,1400,350,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,kitchen,shop,None,None,No,Kitchen Things,No,For sale
mantis-head model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKamakiriFace.png,NA,NA,NA,NA,No,No,No,NA,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,No,Special Insect,No,For sale
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_0_0.png,Hot air balloons,NA,NA,NA,No,No,No,NA,780,195,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Yes,Supplies,No,For sale
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_1_0.png,Sheep,NA,NA,NA,No,No,No,NA,780,195,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Yes,Supplies,No,For sale
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_2_0.png,Ocean creatures,NA,NA,NA,No,No,No,NA,780,195,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Yes,Supplies,No,For sale
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_3_0.png,Space,NA,NA,NA,No,No,No,NA,780,195,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Yes,Supplies,No,For sale
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_4_0.png,Gorgeous,NA,NA,NA,No,No,No,NA,780,195,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Yes,Supplies,No,For sale
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_0_0.png,Still Life,Art,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_1_0.png,Street with Trees,Art,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_2_0.png,Nostalgia,Art,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_3_0.png,Angel,Art,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_4_0.png,Sweet Roses,Art,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_5_0.png,Field of Flowers,Art,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_6_0.png,Dog,Art,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_7_0.png,Blooming,Art,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_0_0.png,Flowers,Design,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_1_0.png,Bird,Design,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_2_0.png,Bouquet,Design,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_3_0.png,Girl,Design,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_4_0.png,Fairy tale,Design,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_5_0.png,Trees,Design,NA,NA,No,Yes,No,NA,NFS,88,1x1 ,Mom,,living room,fancy,motherly,None,No,Supplies,No,Not for sale
mounted black bass,https://acnhcdn.com/latest/FtrIcon/FtrFishBlackbassWall.png,NA,NA,NA,NA,No,No,No,NA,1300,325,1x0.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",ocean,facility,None,None,No,Special Fish,No,For sale
mounted blue marlin,https://acnhcdn.com/latest/FtrIcon/FtrFishKajikiWall.png,NA,NA,NA,NA,No,No,No,NA,5000,1250,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",ocean,facility,None,None,No,Special Fish,No,For sale
mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMum.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,1x1 ,Crafting,,fancy,None,flowers,None,No,House Door Decor,Yes,Not for sale
mushroom wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMushroom.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1500,1x1,Crafting,,garden,None,mush,None,No,House Door Decor,Yes,Not for sale
natural mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4800,1x1 ,Crafting,,fancy,None,flowers,None,No,House Door Decor,Yes,Not for sale
orange wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrFruitsClockW_Remake_0_0.png,Orange,Fruit type,NA,NA,Yes,Yes,No,3,NFS,2240,1x1 ,Crafting,,fancy,None,fruits,orange,Yes,Clock,No,Not for sale
orange wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrFruitsClockW_Remake_1_0.png,Blood orange,Fruit type,NA,NA,Yes,Yes,No,3,NFS,2240,1x1 ,Crafting,,fancy,None,fruits,orange,Yes,Clock,No,Not for sale
ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_0_0.png,Colorful,Color,NA,NA,Yes,Yes,No,1,NFS,340,1x1 ,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,No,Not for sale
ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_1_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,340,1x1 ,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,No,Not for sale
ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_2_0.png,Red,Color,NA,NA,Yes,Yes,No,1,NFS,340,1x1 ,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,No,Not for sale
ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_3_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,340,1x1 ,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,No,Not for sale
ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_4_0.png,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,340,1x1 ,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,No,Not for sale
ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_5_0.png,White,Color,NA,NA,Yes,Yes,No,1,NFS,340,1x1 ,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,No,Not for sale
ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_0_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,800,1x1 ,Crafting,,fancy,None,festive,None,No,House Door Decor,Yes,Not for sale
ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_1_0.png,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,800,1x1 ,Crafting,,fancy,None,festive,None,No,House Door Decor,Yes,Not for sale
ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_2_0.png,Silver,Color,NA,NA,Yes,Yes,No,1,NFS,800,1x1 ,Crafting,,fancy,None,festive,None,No,House Door Decor,Yes,Not for sale
ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_3_0.png,Green,Color,NA,NA,Yes,Yes,No,1,NFS,800,1x1 ,Crafting,,fancy,None,festive,None,No,House Door Decor,Yes,Not for sale
ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_4_0.png,Red,Color,NA,NA,Yes,Yes,No,1,NFS,800,1x1 ,Crafting,,fancy,None,festive,None,No,House Door Decor,Yes,Not for sale
ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_5_0.png,Light green,Color,NA,NA,Yes,Yes,No,1,NFS,800,1x1 ,Crafting,,fancy,None,festive,None,No,House Door Decor,Yes,Not for sale
ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_6_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,800,1x1 ,Crafting,,fancy,None,festive,None,No,House Door Decor,Yes,Not for sale
ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_7_0.png,Purple,Color,NA,NA,Yes,Yes,No,1,NFS,800,1x1 ,Crafting,,fancy,None,festive,None,No,House Door Decor,Yes,Not for sale
pansy wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathPansy.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,1x1 ,Crafting,,fancy,None,flowers,None,No,House Door Decor,Yes,Not for sale
party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_0_0.png,Colorful,NA,NA,NA,No,No,No,NA,650,162,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,party,fancy,None,None,No,Seasonal Decor,No,For sale
party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_1_0.png,Pastel,NA,NA,NA,No,No,No,NA,650,162,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,party,fancy,None,None,No,Seasonal Decor,No,For sale
party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_2_0.png,Boating stripes,NA,NA,NA,No,No,No,NA,650,162,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,party,fancy,None,None,No,Seasonal Decor,No,For sale
party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_3_0.png,Orange & black,NA,NA,NA,No,No,No,NA,650,162,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,party,fancy,None,None,No,Seasonal Decor,No,For sale
party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_4_0.png,Pop,NA,NA,NA,No,No,No,NA,650,162,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,party,fancy,None,None,No,Seasonal Decor,No,For sale
party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_5_0.png,Gorgeous,NA,NA,NA,No,No,No,NA,650,162,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,party,fancy,None,None,No,Seasonal Decor,No,For sale
paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_0_0.png,Light wood,Color,NA,NA,Yes,Yes,No,1,NFS,360,1x1 ,Crafting,,living room,fancy,None,None,No,House Door Decor,Yes,Not for sale
paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_1_0.png,Light blue,Color,NA,NA,Yes,Yes,No,1,NFS,360,1x1 ,Crafting,,living room,fancy,None,None,No,House Door Decor,Yes,Not for sale
